"cost-type-material","Material",NULL,"costs"
"cost-type-structure","Infrastructure",NULL,"costs"
"cost-type-task","Task",NULL,"costs"
"costs-field-amount","Value",NULL,"costs"
"costs-field-cost","Expense",NULL,"costs"
"costs-field-dates","Dates",NULL,"costs"
"costs-field-date_from","From",NULL,"costs"
"costs-field-date_until","Until",NULL,"costs"
"costs-field-description","Description",NULL,"costs"
"costs-field-required_cost","This expense is",NULL,"costs"
"costs-field-required_cost-no","Supplemental",NULL,"costs"
"costs-field-required_cost-yes","Necessary",NULL,"costs"
"costs-field-resoure","Other resources",NULL,"costs"
"costs-field-schedule","Tasks schedule",NULL,"costs"
"costs-field-type","Type",NULL,"costs"
"costs-fields-main-title","Breakdown of expenses",NULL,"costs"
"costs-fields-metter-title","View of expenses",NULL,"costs"
"costs-fields-resources-title","Resource",NULL,"costs"
"costs-main-header","Expenses",NULL,"costs"
"criteria-owner-section-header","About project responsible/team",NULL,"review"
"criteria-project-section-header","About the project",NULL,"review"
"criteria-reward-section-header","About the rewards",NULL,"review"
"dashboard-call-delete_alert","The data will be erased completely, are you sure?",NULL,"call_dash"
"dashboard-embed_code","Code diffusion simple",NULL,"dashboard"
"dashboard-embed_code_investor","CODE WITH IMAGE OF CROWDFUNDER",NULL,"dashboard"
"dashboard-header-main","My dashboard",NULL,"dashboard"
"dashboard-investors-mail-fail","    Message failed to %s: %s",NULL,"dashboard"
"dashboard-investors-mail-nowho","No recipient was found",NULL,"dashboard"
"dashboard-investors-mail-sended","Message sent correctly to %s: %s",NULL,"dashboard"
"dashboard-investors-mail-sendto","Sent to %s of your backers:",NULL,"dashboard"
"dashboard-investors-mail-text-required","Write the message",NULL,"dashboard"
"dashboard-menu-activity","My activity",NULL,"dashboard"
"dashboard-menu-activity-spread","Spread the word",NULL,"dashboard"
"dashboard-menu-activity-summary","Summary",NULL,"dashboard"
"dashboard-menu-activity-wall","My wall",NULL,"dashboard"
"dashboard-menu-admin_board","Administration",NULL,"dashboard"
"dashboard-menu-calls","My summary",NULL,"call_dash"
"dashboard-menu-calls-assign_mode-off","Leave selected projects now",NULL,"call_dash"
"dashboard-menu-calls-assign_mode-off","Stop selecting projects now",NULL,"call_dash"
"dashboard-menu-calls-assign_mode-on","Go to select projects",NULL,"call_dash"
"dashboard-menu-calls-preview","Public page",NULL,"call_dash"
"dashboard-menu-calls-projects","Assigned projects",NULL,"call_dash"
"dashboard-menu-calls-sponsors","Sponsors",NULL,"dashboard"
"dashboard-menu-calls-summary","Summary",NULL,"call_dash"
"dashboard-menu-main","My panel",NULL,"menu"
"dashboard-menu-profile","My profile",NULL,"dashboard"
"dashboard-menu-profile-access","Account details",NULL,"dashboard"
"dashboard-menu-profile-personal","Personal information",NULL,"dashboard"
"dashboard-menu-profile-preferences","Preferences",NULL,"dashboard"
"dashboard-menu-profile-profile","Edit profile",NULL,"dashboard"
"dashboard-menu-profile-public","Public profile",NULL,"dashboard"
"dashboard-menu-projects","My projects",NULL,"dashboard"
"dashboard-menu-projects-contract","Contract",NULL,"dashboard"
"dashboard-menu-projects-preview","Public page",NULL,"dashboard"
"dashboard-menu-projects-rewards","Backers",NULL,"dashboard"
"dashboard-menu-projects-summary","Summary",NULL,"dashboard"
"dashboard-menu-projects-supports","Collaborations",NULL,"dashboard"
"dashboard-menu-projects-updates","News",NULL,"dashboard"
"dashboard-menu-projects-widgets","Widget",NULL,"dashboard"
"dashboard-menu-review_board","Review",NULL,"dashboard"
"dashboard-menu-translates","My translations",NULL,"dashboard"
"dashboard-menu-translate_board","Translation",NULL,"dashboard"
"dashboard-messegers-mail-sendto","Sent to %s of your cofinancers",NULL,"dashboard"
"dashboard-password-recover-advice","You are recovering your password. Remember to put your user name in the ""current password"" field to change it.",NULL,"dashboard"
"dashboard-project-blog-fail","Contact us",NULL,"dashboard"
"dashboard-project-blog-inactive","Sorry, you can't publish news on this project right now.",NULL,"dashboard"
"dashboard-project-blog-wrongstatus","Sorry, you can't publish news about this project yet...",NULL,"dashboard"
"dashboard-project-delete_alert","Are you sure you want to permanently delete this project?",NULL,"dashboard"
"dashboard-project-updates-deleted","Post removed",NULL,"dashboard"
"dashboard-project-updates-delete_fail","Error while removing post",NULL,"dashboard"
"dashboard-project-updates-fail","There was a problem saving the data",NULL,"dashboard"
"dashboard-project-updates-inserted","New post added",NULL,"dashboard"
"dashboard-project-updates-noblog","No blog was found for this project",NULL,"dashboard"
"dashboard-project-updates-nopost","Post not found",NULL,"dashboard"
"dashboard-project-updates-postcorrupt","There is a problem with the post. Please contact us.",NULL,"dashboard"
"dashboard-project-updates-saved","Post updated correctly",NULL,"dashboard"
"discover-banner-header","    By category, location or benefit,<br /><span class=""red"">find the project</span> that you identify with the most.","1","banners"
"discover-calls-header","you must <span class=""greenblue"">invent</span> <br />a text with <span class=""red"">colours</span> to go here","1","call_public"
"discover-group-all-header","Campaign in progress",NULL,"discover"
"discover-group-archive-header","Filed",NULL,"discover"
"discover-group-call-header","Selected projects for the summary:",NULL,"call_dash"
"discover-group-others-header","Other nodes:",NULL,"discover"
"discover-group-outdate-header","About to expire",NULL,"discover"
"discover-group-popular-header","Most popular",NULL,"discover"
"discover-group-recent-header","Recent",NULL,"discover"
"discover-group-success-header","Successes",NULL,"discover"
"discover-group-success-header","Successful",NULL,"discover"
"discover-patron-header","<span class=""greenblue"">%s</span> recommend<br />these <span class=""red"">projects</span>","1","discover"
"discover-results-empty","We did not find any project that matches your search criteria",NULL,"discover"
"discover-results-header","Search results",NULL,"discover"
"discover-searcher-button","Search",NULL,"discover"
"discover-searcher-bycategory-all","ALL",NULL,"discover"
"discover-searcher-bycategory-header","By category:",NULL,"discover"
"discover-searcher-bycontent-header","By content:",NULL,"discover"
"discover-searcher-bylocation-all","ALL",NULL,"discover"
"discover-searcher-bylocation-header","By location:",NULL,"discover"
"discover-searcher-byreward-all","ALL",NULL,"discover"
"discover-searcher-byreward-header","By benefit:",NULL,"discover"
"discover-searcher-header","Find a project",NULL,"discover"
"error-contact-email-empty","You didn't add your email address",NULL,"contact"
"error-contact-email-invalid","The email you entered is not valid.",NULL,"general"
"error-contact-message-empty","You haven't written a message",NULL,"contact"
"error-contact-subject-empty","You didn't enter a subject",NULL,"contact"
"error-image-name","Error in the file name",NULL,"general"
"error-image-size","Error with the file size",NULL,"general"
"error-image-size-too-large","The image is too big.",NULL,"general"
"error-image-tmp","Error while loading the file",NULL,"general"
"error-image-type","Only JPG, PNG, and GIF images are permitted",NULL,"general"
"error-image-type-not-allowed","Only .png, .jpg, and .gif images are allowed.",NULL,"general"
"error-register-email","The email field is required.",NULL,"register"
"error-register-email-confirm","The emails don't match.",NULL,"register"
"error-register-email-exists","The email you entered is registered to an existing user.",NULL,"general"
"error-register-invalid-password","That password is not valid.",NULL,"register"
"error-register-password-confirm","The passwords don't match.",NULL,"register"
"error-register-pasword","You can't leave the password field empty.",NULL,"register"
"error-register-pasword-empty","You didn't enter a password",NULL,"general"
"error-register-short-password","The password should have at least 8 characters.",NULL,"register"
"error-register-user-exists","That user name is already registered.",NULL,"register"
"error-register-userid","You have to enter a user name",NULL,"login"
"error-register-username","You have to enter a screen name.",NULL,"register"
"error-user-email-confirm","The email confirmation is not the same as the email.",NULL,"general"
"error-user-email-empty","You can't leave the email field empty",NULL,"general"
"error-user-email-exists","There is already a registered user with that email address",NULL,"general"
"error-user-email-invalid","The email you entered is not valid.",NULL,"general"
"error-user-email-token-invalid","The code is incorrect",NULL,"general"
"error-user-password-confirm","The password confirmation is not the same as the password.",NULL,"general"
"error-user-password-empty","You didn't enter a password",NULL,"general"
"error-user-password-invalid","The password is too short. It has to have at least 6 characters.",NULL,"general"
"error-user-wrong-password","The password is incorrect.",NULL,"general"
"explain-project-progress","This graph explains in a visual way the level of data that you have entered together with a basic evaluation completed by the system. To be able to submit the project, you have to reach at least 80%. The criteria that make the “temperature” rise have to do with the relevant information that you provide, the media, images and links that you enter, the degree of openness of the license you choose, the coherence of your estimate with respect to the work that needs to be carried out, etc. Don't forget to take advantage of the tooltips on the right that will guide you through the process.",NULL,"general"
"faq-ask-question","Didn't this solve your question? Send us a message.",NULL,"faq"
"faq-investors-section-header","For co-financiers",NULL,"faq"
"faq-main-section-header","An approach",NULL,"faq"
"faq-nodes-section-header","About local nodes",NULL,"faq"
"faq-project-section-header","About the projects",NULL,"faq"
"faq-sponsor-section-header","For promoters",NULL,"faq"
"fatal-error-call","The campaign you are looking for does not exist",NULL,"call_public"
"fatal-error-project","The project you're looking for... <span class=""red"">does not exist :(</span>","1","error"
"fatal-error-teapot","<span class=""greenblue"">How embarassing...</span> an unexpected  error occurred","1","error"
"fatal-error-user","The user you're looking for... <span class=""red"">does not exist :(</span>","1","error"
"feed-blog-comment","Has written a <span class=""green"">Comment</span> at the post ""%s"" from the %s blog","1","feed"
"feed-head-community","Community",NULL,"community"
"feed-head-goteo","WinnersFund",NULL,"community"
"feed-head-projects","Projects",NULL,"community"
"feed-header","Recent activity",NULL,"community"
"feed-invest","Has contributed with %s to the %s project","1","feed"
"feed-messages-new_thread","Has opened a thread at %s of the project %s","1","feed"
"feed-messages-response","Has answered to %s of the project %s","1","feed"
"feed-message_support-response","New collaboration with %s at project %s","1","feed"
"feed-new_call-opened","<span class=""red"">New call in WinnersFund</span>, your project can apply now","1","call_public"
"feed-new_call-published","<span class=""light-blue"">CloudFunding</span> available","1","call_public"
"feed-new_project","    <span class=""red"">New WinnersFund project</span>, you've got 40 days from today to support this project.","1","feed"
"feed-new_support","Has published a new <span class=""green"">Collaboration</span> at the %s project, with the title ""%s""","1","feed"
"feed-new_update","%s new post in %s about %s","1","feed"
"feed-new_user","New user, %s","1","feed"
"feed-project_fail","    The project, %s, has <span class=""red"">closed</span> having only received <span class=""violet"">%s ? (%s %) of the minimum contribution</span>","1","feed"
"feed-project_finish","    The project, %s, has <span class=""red"">completed the second round</span> having received <span class=""violet"">%s ? (%s %) of the minimum contribution</span>","1","feed"
"feed-project_goon","    The project, %s, <span class=""red"">will continue</span> in the second round since it received <span class=""violet"">%s ? (%s %) of the minimum required contributions</span>","1","feed"
"feed-project_runout","The %s project has <span class=""red"">%s more days</span> until the end of round number %s","1","feed"
"feed-side-top_ten","Top ten co-financiers",NULL,"community"
"feed-timeago","%s ago",NULL,"feed"
"feed-timeago-justnow","just",NULL,"feed"
"feed-timeago-periods","second-seconds_minute-minutes_hour-hours_day-days_week-weeks_month-months_year-years_decade-decades",NULL,"feed"
"feed-timeago-published","Published %s ago",NULL,"feed"
"feed-updates-comment","Has written a <span class=""green"">Comment</span> to the message ""%s"" on %s of the %s project","1","feed"
"footer-header-categories","Categories",NULL,"footer"
"footer-header-projects","Projects",NULL,"footer"
"footer-header-resources","Resources",NULL,"footer"
"footer-header-services","Services",NULL,"footer"
"footer-header-social","Follow us",NULL,"footer"
"footer-header-sponsors","Institutional support",NULL,"footer"
"footer-platoniq-iniciative","An initiative of:",NULL,"footer"
"footer-resources-glossary","Glossary",NULL,"footer"
"footer-resources-press","Press Kit",NULL,"footer"
"footer-service-campaign","Campaigns",NULL,"footer"
"footer-service-consulting","Consulting firm",NULL,"footer"
"footer-service-resources","Feeder capital",NULL,"footer"
"footer-service-workshop","Workshops",NULL,"footer"
"form-accept-button","OK",NULL,"form"
"form-add-button","Add",NULL,"form"
"form-ajax-info","This form is saved automatically while you fill it out",NULL,"form"
"form-apply-button","Apply",NULL,"form"
"form-call-status-title","Status of the campaign",NULL,"call_dash"
"form-call_status-apply","Application",NULL,"call_dash"
"form-call_status-edit","Edition",NULL,"call_dash"
"form-call_status-expired","Archived",NULL,"call_dash"
"form-call_status-published","Active",NULL,"call_dash"
"form-call_status-review","In revision",NULL,"call_dash"
"form-call_status-success","Completed",NULL,"call_dash"
"form-edit-button","Edit",NULL,"form"
"form-errors-info","Total: %s | At this step: %s",NULL,"form"
"form-errors-total","There's %s errors in total",NULL,"form"
"form-footer-errors_title","Errors",NULL,"form"
"form-image_upload-button","Upload image",NULL,"form"
"form-media_send-button","Send video",NULL,"form"
"form-navigation_bar-header","Go to",NULL,"form"
"form-next-button","Next",NULL,"form"
"form-project-info_status-title","Overall status of information",NULL,"form"
"form-project-progress-title","Data evaluation",NULL,"form"
"form-project-status-title","Project status",NULL,"form"
"form-project_status-campaing","Campaign in progress",NULL,"form"
"form-project_status-cancel","Discarded",NULL,"form"
"form-project_status-cancelled","Canceled",NULL,"form"
"form-project_status-edit","In review",NULL,"form"
"form-project_status-expired","Closed",NULL,"form"
"form-project_status-fulfilled","Benefit completed",NULL,"form"
"form-project_status-review","Evaluation pending",NULL,"form"
"form-project_status-success","Funded",NULL,"form"
"form-project_waitfor-campaing","Spread the word about your project. Help get the most support!",NULL,"dashboard"
"form-project_waitfor-cancel","We have decided not to publish your proposal on WinnersFund, though we invite you to try again with a different idea or concept.",NULL,"dashboard"
"form-project_waitfor-edit","When it's ready, send it for review. You have to provide a minimum of information about your project on the form.",NULL,"dashboard"
"form-project_waitfor-expired","It didn't work out. Make it better and try again!",NULL,"dashboard"
"form-project_waitfor-fulfilled","You've managed all the benefits. Thanks for participating!",NULL,"dashboard"
"form-project_waitfor-review","We will get back to you as soon as we've had a chance to review your project. At that point, we will either post your project, or suggest ways to make it fit better on WinnersFund.",NULL,"dashboard"
"form-project_waitfor-success","You have reached or surpassed your co-financing goal for this project. We will contact you shortly to talk about money :)",NULL,"dashboard"
"form-remove-button","Remove",NULL,"form"
"form-self_review-button","Correct",NULL,"form"
"form-send_review-button","Send",NULL,"form"
"form-upload-button","Send",NULL,"form"
"guide-call-contract-information","2. step guide: private data of the convenor",NULL,"call_form"
"guide-call-description","3. step guide: description of the initative",NULL,"call_form"
"guide-call-preview","Step guide to previsualisation",NULL,"call_form"
"guide-dashboard-user-access","You can change the information with which you log in to your WinnersFund account.",NULL,"general"
"guide-dashboard-user-personal","You should only fill in this data if you have created a project and you want it to be co-financed and supported through WinnersFund. The information in this section is necessary so that we can contact you in the event that you obtain the necessary co-financing, and make the corresponding deposit.",NULL,"general"
"guide-dashboard-user-preferences","Select 'Yes' for the automatic notifications you want to block.",NULL,"dashboard"
"guide-dashboard-user-profile","Whether you want to create a project or co-finance someone else's, in order to join the WinnersFund community, we recommend that you carefully edit your presentation text, and include relevant links about what you do as well as a profile image with which you identify",NULL,"dashboard"
"guide-project-comment","guide-project-comment",NULL,"general"
"guide-project-contract-information","<strong>The only thing left is to fill in your data if you want your project to be co-financed and supported through WinnersFund.</strong><br><br>The information in this section is necessary so that we can contact you if you get the required financing, and be able to make the deposit. In the case of organizations, we recommend that the representative of the organization be formally accredited (for example, by way of the statutes or a certificate of the secretary with an OK from the president, in the case of associations).",NULL,"general"
"guide-project-costs","<strong>In this section, you should fill out a short business plan based on the estimated costs for your project.</strong><br><br>You should break down the numbers by tasks, infrastructure, or materials. Try to be realistic about the costs and briefly explain why you need each one. Keep in mind, that as a general rule, most part of the project will have to be undertaken by the person or team that is promoting the project, and not subcontracted to third parties. For the calculation, have also in mind the commissions for WinnersFund's provision of services and for transaction, which add up to around 9% (<a href=""/faq/sponsor#q98"" target=""new"">+ info in our FAQ</a>). <br><br><strong>Very important</strong>: On WinnersFund, we differentiate among necessary and supplemental costs. The former must be totally covered in order to obtain funding, while the latter can be obtained as part of a second campaign, once the project is underway, in order to cover optimization costs (promotion, design, outreach, additional units, etc.) These supplemental costs can not be more than one half of the total cost of the project.",NULL,"general"
"guide-project-description","<strong>Use this section to explain the conceptual aspects of the project</strong><br><br>This is the first information that a visitor to the site will see. For that reason, we recommend being careful with editing and avoiding typos. You will see that there are required fields, including one for video and images. We believe that these are essential for starting a campaign to raise funds via WinnersFund.<br><br>Keep in mind that the most valuable thing to WinnersFund is: the free information and general knowledge that your project will bring to the community, the originality, the desire to answer a social need, the power to attract a wide community of interested people, making it clear that the promotion team has the capacity and experience to bring the project to fruition. So don't forget to give us information about all of these points.",NULL,"general"
"guide-project-error-mandatories","Some required fields are missing",NULL,"preview"
"guide-project-preview","<strong>This is a summary of all of the information about the project.</strong><br><br>Review the information given in each field to see if any improvements can be made, and when you're ready, send us the project (by clicking the Send button below) so we can evaluate it. Once the proposal is sent, no further changes are permitted.<br><br>Keep in mind that we can only choose a few projects per month in order to guarantee a certain amount of attention and promotion for those that are published. You will receive a message with all of this information shortly, which will indicate the next steps, as well as some recommendations that will help your project reach its proposed objectives.",NULL,"preview"
"guide-project-rewards","<strong>In this section, you should establish what the project is offering to its co-financiers and also what the collective benefits will be.</strong><br><br>In addition to the individual rewards for each level of co-financing, you should define the kind of license that you will assign to the project, according to its format and/or level of openness (or that of its parts). This is very important, since WinnersFund is a crowdfunding platform for projects based on a philosophy of open source software and promotion of the common good.<br><br>In the event that in addition to one of the licenses specified here you would also like to register the intellectual property rights of your work or ideas, while maintaining its compatibility with collective benefits, you can get specific legal protection with <a href=""http://www.safecreative.org/"" target=""new"">Safe Creative</a>.",NULL,"general"
"guide-project-success-minprogress","You have achieved the minimum percentage",NULL,"preview"
"guide-project-success-noerrors","All of the required fields are filled out",NULL,"preview"
"guide-project-success-okfinish","You can send it for reviewing",NULL,"preview"
"guide-project-support","guide-project-support",NULL,"general"
"guide-project-supports","<strong>In this section you will specify what other support, apart from financing, that you will need in order to complete the project.</strong><br><br>They can consist of collaboration or assistance from other people (translations, organization, promotion, etc.) or perhaps specific loans (of material, transportation, hardware, etc.)",NULL,"general"
"guide-project-updates","<b>It's very important that the projects keep their co-financiers and other potentially interested people up to date about how the campaign is progressing. Use this section like a blog to publish updates about the project.</b>On WinnersFund, after you've achieved the minimum financing, and as you go into the second round, it's essential to periodically explain how the production, progress, problems, etc. are going in order to allow the most transparency possible in order to generate even more interest and community.",NULL,"general"
"guide-project-user-information","    <strong>In this section, you will enter data for the public part of your user profile. </strong><br><br>Whether you want to create a project or co-finance someone else's, in order to join the WinnersFund community, we recommend that you carefully edit your presentation text, and include relevant links about what you do as well as a profile image with which you identify.",NULL,"profile"
"guide-user-data","Text guide for editing active fields",NULL,"dashboard"
"header-about-side","What inspires us",NULL,"general"
"home-calls-header","Cloudfunding campaigns",NULL,"call_public"
"home-posts-header","News",NULL,"general"
"home-promotes-header","Highlighted",NULL,"home"
"image-upload-fail","Error uploading image",NULL,"bluead"
"invest-address-address-field","Address:",NULL,"invest"
"invest-address-country-field","Country:",NULL,"invest"
"invest-address-header","Where would you like to receive the reward (only if it's sent via the postal service)",NULL,"invest"
"invest-address-location-field","City",NULL,"invest"
"invest-address-name-field","Name:",NULL,"invest"
"invest-address-nif-field","VAT:",NULL,"invest"
"invest-address-zipcode-field","Postal code:",NULL,"invest"
"invest-alert-investing","You're going to bring",NULL,"invest"
"invest-alert-lackamount","The contribution must be higher than the chosen reward",NULL,"invest"
"invest-alert-noreward","You have not marked any reward, do you want to correct that?",NULL,"invest"
"invest-alert-noreward_renounce","You want to give up your reward and eliminate tax on your donation?",NULL,"invest"
"invest-alert-renounce","To deduce your donation from your tax, you have to enter your VAT-number. Want to do that?",NULL,"invest"
"invest-alert-rewards","You have chosen the following rewards:",NULL,"invest"
"invest-amount","Quantity",NULL,"invest"
"invest-amount-error","You have to write an amount",NULL,"bluead"
"invest-amount-tooltip","Enter the quantity with which you want to support this project",NULL,"invest"
"invest-anonymous","Please make my donation anonymous",NULL,"invest"
"invest-create-error","There has been a problem when processing the payment",NULL,"bluead"
"invest-data-error","Necessary data missing",NULL,"bluead"
"invest-donation-header","Enter the fiscal information for this donation",NULL,"invest"
"invest-individual-header","You can decline to receive rewards for your contribution, or select those that match or are under the amount that you have entered.",NULL,"general"
"invest-mail_info-address","Has specified the following address:",NULL,"invest"
"invest-mail_info-drop","Has also, %s contributed %s &euro; of cloudfunding via the %s campaign ",NULL,"invest"
"invest-method-error","You have to click on one of the buttons of payment",NULL,"bluead"
"invest-next_step","Next step",NULL,"invest"
"invest-owner-error","You are the author of the project, you can not contribute personally to your own project.",NULL,"bluead"
"invest-payment-email","Enter your PayPal user name",NULL,"invest"
"invest-payment_method-header","Choose a method of payment",NULL,"invest"
"invest-paypal-error_fatal","There has been a fatal error when connecting to PayPal. The incidence has been notified, sorry for the inconvenience.",NULL,"bluead"
"invest-process-completed","This contribution has already been completed previously",NULL,"invest"
"invest-resign","I don't want any reward, I just want to help the project",NULL,"invest"
"invest-reward-none","These can no longer be chosen",NULL,"invest"
"invest-social-header","With collective benefits, we all move forward",NULL,"invest"
"invest-tpv-error_fatal","There has been a fatal error when checking out. The incidence has been notified, sorry for the inconvenience.",NULL,"bluead"
"leave-email-sended","We have sent you an email to confirm the closure of your account. If you don't find it right away, look in your junk or spam folder.",NULL,"register"
"leave-process-completed","The account was closed correctly.",NULL,"register"
"leave-process-fail","We were not able to close the account. Please contact us at SiteMail",NULL,"register"
"leave-request-fail","We didn't find any account with that email in our database.",NULL,"register"
"leave-token-incorrect","The code for completing the closure of the account is not valid.",NULL,"register"
"login-access-button","Enter",NULL,"login"
"login-access-header","Registered user",NULL,"login"
"login-access-password-field","Password",NULL,"login"
"login-access-username-field","User name",NULL,"login"
"login-banner-header","    Get access to the <br /><span class=""greenblue"">100% open</span> community","1","banners"
"login-fail","Error",NULL,"login"
"login-leave-button","Close the account",NULL,"login"
"login-leave-header","Close the account",NULL,"login"
"login-leave-message","Leave a message",NULL,"login"
"login-oneclick-header","Log in with a single click",NULL,"login"
"login-recover-button","Recover",NULL,"login"
"login-recover-email-field","Account email",NULL,"login"
"login-recover-header","Recover password",NULL,"login"
"login-recover-link","Recover password",NULL,"login"
"login-recover-username-field","User name",NULL,"login"
"login-register-button","Register",NULL,"login"
"login-register-conditions","I accept the platforms terms of service, and give my permission for the treatment of my personal data. To that end, those responsible for the site have established a <a href=""/legal/privacy"" target=""_blank"">privacy policy</a> that states how the data will be submitted through the current form, as well as the rights that belong to the person who submits said data.","1","general"
"login-register-confirm-field","Confirm email address",NULL,"login"
"login-register-confirm_password-field","Confirm password",NULL,"login"
"login-register-email-field","Email address",NULL,"login"
"login-register-header","New user",NULL,"login"
"login-register-password-field","Password",NULL,"login"
"login-register-password-minlength","At least 6 characters",NULL,"login"
"login-register-userid-field","User name",NULL,"login"
"login-register-username-field","Screen name",NULL,"login"
"login-signin-facebook","Log in with Facebook",NULL,"login"
"login-signin-google","Log in with Google",NULL,"login"
"login-signin-linkedin","Log in with LinkedIn",NULL,"login"
"login-signin-myopenid","Log in with myOpenID",NULL,"login"
"login-signin-openid","Other Open ID server",NULL,"login"
"login-signin-openid-go","Go",NULL,"login"
"login-signin-twitter","Log in with Twitter",NULL,"login"
"login-signin-view-more","More login options",NULL,"login"
"login-signin-yahoo","Log in with Yahoo",NULL,"login"
"mailer-baja","If you don't want to receive more updates, you can unsubscribe your email address with <a href=""%s"">link</a>","1","mailer"
"mailer-disclaimer","WinnersFund is a digital platform for collective financing, collaboration and distribution of rewards for the development of social, cultural, educational and technical projects that contribute to the common good and are open source and free knowledge.",NULL,"mailer"
"mailer-sinoves","If you can't see this message use this <a href=""%s"">link</a>","1","mailer"
