"community-menu-activity","es","Activity"
"community-menu-main","es","Community"
"community-menu-sharemates","es","Sharing"
"contact-captcha-field","es","Test of humanity (sorry...)"
"contact-email-field","es","Email address"
"contact-form-tags","es","[user] I have a problem with my account;
[new promoter] I have a project;
[new promoter 2] I have a question on the project form;
[development] I need help with tech questions;
[service] I'd like to contract your services;
[other] I have another question;"
"contact-message-field","es","Message"
"contact-name-field","es","Name"
"contact-send_message-button","es","Send"
"contact-send_message-header","es","Send us a message"
"contact-subject-field","es","Subject"
"contact-tag-field","es","Type of question"
"contract-accounts_title","es","Project bank accounts"
"contract-bank_account","es","Bank account"
"contract-bank_owner","es","Bank account title"
"contract-paypal_account","es","Email address vinculated to your Paypal account:"
"contract-paypal_owner","es","Paypal account title"
"cost-type-lend","es","Loan"
"cost-type-material","es","Material"
"cost-type-structure","es","Infrastructure"
"cost-type-task","es","Task"
"costs-field-amount","es","Value"
"costs-field-cost","es","Expense"
"costs-field-dates","es","Dates"
"costs-field-date_from","es","From"
"costs-field-date_until","es","Until"
"costs-field-description","es","Description"
"costs-field-required_cost","es","This expense is"
"costs-field-required_cost-no","es","Supplemental"
"costs-field-required_cost-yes","es","Necessary"
"costs-field-resoure","es","Other resources"
"costs-field-schedule","es","Tasks schedule"
"costs-field-type","es","Type"
"costs-fields-main-title","es","Breakdown of expenses"
"costs-fields-metter-title","es","View of expenses"
"costs-fields-resources-title","es","Resource"
"costs-main-header","es","Expenses"
"criteria-owner-section-header","es","About project responsible/team"
"criteria-project-section-header","es","About the project"
"criteria-reward-section-header","es","About the rewards"
"dashboard-call-delete_alert","es","The data will be erased completely, are you sure?"
"dashboard-embed_code","es","Code diffusion simple"
"dashboard-embed_code_investor","es","CODE WITH IMAGE OF CROWDFUNDER"
"dashboard-header-main","es","My dashboard"
"dashboard-investors-mail-fail","es","    Message failed to %s: %s"
"dashboard-investors-mail-nowho","es","No recipient was found"
"dashboard-investors-mail-sended","es","Message sent correctly to %s: %s"
"dashboard-investors-mail-sendto","es","Sent to %s of your backers:"
"dashboard-investors-mail-text-required","es","Write the message"
"dashboard-menu-activity","es","My activity"
"dashboard-menu-activity-spread","es","Spread the word"
"dashboard-menu-activity-summary","es","Summary"
"dashboard-menu-activity-wall","es","My wall"
"dashboard-menu-admin_board","es","Administration"
"dashboard-menu-calls","es","My summary"
"dashboard-menu-calls-assign_mode-off","es","Leave selected projects now"
"dashboard-menu-calls-assign_mode-off","es","Stop selecting projects now"
"dashboard-menu-calls-assign_mode-on","es","Go to select projects"
"dashboard-menu-calls-preview","es","Public page"
"dashboard-menu-calls-projects","es","Assigned projects"
"dashboard-menu-calls-sponsors","es","Sponsors"
"dashboard-menu-calls-summary","es","Summary"
"dashboard-menu-main","es","My panel"
"dashboard-menu-profile","es","My profile"
"dashboard-menu-profile-access","es","Account details"
"dashboard-menu-profile-personal","es","Personal information"
"dashboard-menu-profile-preferences","es","Preferences"
"dashboard-menu-profile-profile","es","Edit profile"
"dashboard-menu-profile-public","es","Public profile"
"dashboard-menu-projects","es","My projects"
"dashboard-menu-projects-contract","es","Contract"
"dashboard-menu-projects-preview","es","Public page"
"dashboard-menu-projects-rewards","es","Backers"
"dashboard-menu-projects-summary","es","Summary"
"dashboard-menu-projects-supports","es","Collaborations"
"dashboard-menu-projects-updates","es","News"
"dashboard-menu-projects-widgets","es","Widget"
"dashboard-menu-review_board","es","Review"
"dashboard-menu-translates","es","My translations"
"dashboard-menu-translate_board","es","Translation"
"dashboard-messegers-mail-sendto","es","Sent to %s of your cofinancers"
"dashboard-password-recover-advice","es","You are recovering your password. Remember to put your user name in the ""current password"" field to change it."
"dashboard-project-blog-fail","es","Contact us"
"dashboard-project-blog-inactive","es","Sorry, you can't publish news on this project right now."
"dashboard-project-blog-wrongstatus","es","Sorry, you can't publish news about this project yet..."
"dashboard-project-delete_alert","es","Are you sure you want to permanently delete this project?"
"dashboard-project-updates-deleted","es","Post removed"
"dashboard-project-updates-delete_fail","es","Error while removing post"
"dashboard-project-updates-fail","es","There was a problem saving the data"
"dashboard-project-updates-inserted","es","New post added"
"dashboard-project-updates-noblog","es","No blog was found for this project"
"dashboard-project-updates-nopost","es","Post not found"
"dashboard-project-updates-postcorrupt","es","There is a problem with the post. Please contact us."
"dashboard-project-updates-saved","es","Post updated correctly"
"discover-banner-header","es","    By category, location or benefit,<br /><span class=""red"">find the project</span> that you identify with the most."
"discover-calls-header","es","you must <span class=""greenblue"">invent</span> <br />a text with <span class=""red"">colours</span> to go here"
"discover-group-all-header","es","Campaign in progress"
"discover-group-archive-header","es","Filed"
"discover-group-call-header","es","Selected projects for the summary:"
"discover-group-others-header","es","Other nodes:"
"discover-group-outdate-header","es","About to expire"
"discover-group-popular-header","es","Most popular"
"discover-group-recent-header","es","Recent"
"discover-group-success-header","es","Successes"
"discover-group-success-header","es","Successful"
"discover-patron-header","es","<span class=""greenblue"">%s</span> recommend<br />these <span class=""red"">projects</span>"
"discover-results-empty","es","We did not find any project that matches your search criteria"
"discover-results-header","es","Search results"
"discover-searcher-button","es","Search"
"discover-searcher-bycategory-all","es","ALL"
"discover-searcher-bycategory-header","es","By category:"
"discover-searcher-bycontent-header","es","By content:"
"discover-searcher-bylocation-all","es","ALL"
"discover-searcher-bylocation-header","es","By location:"
"discover-searcher-byreward-all","es","ALL"
"discover-searcher-byreward-header","es","By benefit:"
"discover-searcher-header","es","Find a project"
"error-contact-email-empty","es","You didn't add your email address"
"error-contact-email-invalid","es","The email you entered is not valid."
"error-contact-message-empty","es","You haven't written a message"
"error-contact-subject-empty","es","You didn't enter a subject"
"error-image-name","es","Error in the file name"
"error-image-size","es","Error with the file size"
"error-image-size-too-large","es","The image is too big."
"error-image-tmp","es","Error while loading the file"
"error-image-type","es","Only JPG, PNG, and GIF images are permitted"
"error-image-type-not-allowed","es","Only .png, .jpg, and .gif images are allowed."
"error-register-email","es","The email field is required."
"error-register-email-confirm","es","The emails don't match."
"error-register-email-exists","es","The email you entered is registered to an existing user."
"error-register-invalid-password","es","That password is not valid."
"error-register-password-confirm","es","The passwords don't match."
"error-register-pasword","es","You can't leave the password field empty."
"error-register-pasword-empty","es","You didn't enter a password"
"error-register-short-password","es","The password should have at least 8 characters."
"error-register-user-exists","es","That user name is already registered."
"error-register-userid","es","You have to enter a user name"
"error-register-username","es","You have to enter a screen name."
"error-user-email-confirm","es","The email confirmation is not the same as the email."
"error-user-email-empty","es","You can't leave the email field empty"
"error-user-email-exists","es","There is already a registered user with that email address"
"error-user-email-invalid","es","The email you entered is not valid."
"error-user-email-token-invalid","es","The code is incorrect"
"error-user-password-confirm","es","The password confirmation is not the same as the password."
"error-user-password-empty","es","You didn't enter a password"
"error-user-password-invalid","es","The password is too short. It has to have at least 6 characters."
"error-user-wrong-password","es","The password is incorrect."
"explain-project-progress","es","This graph explains in a visual way the level of data that you have entered together with a basic evaluation completed by the system. To be able to submit the project, you have to reach at least 80%. The criteria that make the “temperature” rise have to do with the relevant information that you provide, the media, images and links that you enter, the degree of openness of the license you choose, the coherence of your estimate with respect to the work that needs to be carried out, etc. Don't forget to take advantage of the tooltips on the right that will guide you through the process."
"faq-ask-question","es","Didn't this solve your question? Send us a message."
"faq-investors-section-header","es","For co-financiers"
"faq-main-section-header","es","An approach"
"faq-nodes-section-header","es","About local nodes"
"faq-project-section-header","es","About the projects"
"faq-sponsor-section-header","es","For promoters"
"fatal-error-call","es","The campaign you are looking for does not exist"
"fatal-error-project","es","The project you're looking for... <span class=""red"">does not exist :(</span>"
"fatal-error-teapot","es","<span class=""greenblue"">How embarassing...</span> an unexpected  error occurred"
"fatal-error-user","es","The user you're looking for... <span class=""red"">does not exist :(</span>"
"feed-blog-comment","es","Has written a <span class=""green"">Comment</span> at the post ""%s"" from the %s blog"
"feed-head-community","es","Community"
"feed-head-goteo","es","SiteName"
"feed-head-projects","es","Projects"
"feed-header","es","Recent activity"
"feed-invest","es","Has contributed with %s to the %s project"
"feed-messages-new_thread","es","Has opened a thread at %s of the project %s"
"feed-messages-response","es","Has answered to %s of the project %s"
"feed-message_support-response","es","New collaboration with %s at project %s"
"feed-new_call-opened","es","<span class=""red"">New call in SiteName</span>, your project can apply now"
"feed-new_call-published","es","<span class=""light-blue"">CloudFunding</span> available"
"feed-new_project","es","    <span class=""red"">New SiteName project</span>, you've got 40 days from today to support this project."
"feed-new_support","es","Has published a new <span class=""green"">Collaboration</span> at the %s project, with the title ""%s"""
"feed-new_update","es","%s new post in %s about %s"
"feed-new_user","es","New user, %s"
"feed-project_fail","es","    The project, %s, has <span class=""red"">closed</span> having only received <span class=""violet"">%s ? (%s %) of the minimum contribution</span>"
"feed-project_finish","es","    The project, %s, has <span class=""red"">completed the second round</span> having received <span class=""violet"">%s ? (%s %) of the minimum contribution</span>"
"feed-project_goon","es","    The project, %s, <span class=""red"">will continue</span> in the second round since it received <span class=""violet"">%s ? (%s %) of the minimum required contributions</span>"
"feed-project_runout","es","The %s project has <span class=""red"">%s more days</span> until the end of round number %s"
"feed-side-top_ten","es","Top ten co-financiers"
"feed-timeago","es","%s ago"
"feed-timeago-justnow","es","just"
"feed-timeago-periods","es","second-seconds_minute-minutes_hour-hours_day-days_week-weeks_month-months_year-years_decade-decades"
"feed-timeago-published","es","Published %s ago"
"feed-updates-comment","es","Has written a <span class=""green"">Comment</span> to the message ""%s"" on %s of the %s project"
"footer-header-categories","es","Categories"
"footer-header-projects","es","Projects"
"footer-header-resources","es","Resources"
"footer-header-services","es","Services"
"footer-header-social","es","Follow us"
"footer-header-sponsors","es","Institutional support"
"footer-platoniq-iniciative","es","An initiative of:"
"footer-resources-glossary","es","Glossary"
"footer-resources-press","es","Press Kit"
"footer-service-campaign","es","Campaigns"
"footer-service-consulting","es","Consulting firm"
"footer-service-resources","es","Feeder capital"
"footer-service-workshop","es","Workshops"
"form-accept-button","es","OK"
"form-add-button","es","Add"
"form-ajax-info","es","This form is saved automatically while you fill it out"
"form-apply-button","es","Apply"
"form-call-status-title","es","Status of the campaign"
"form-call_status-apply","es","Application"
"form-call_status-edit","es","Edition"
"form-call_status-expired","es","Archived"
"form-call_status-published","es","Active"
"form-call_status-review","es","In revision"
"form-call_status-success","es","Completed"
"form-edit-button","es","Edit"
"form-errors-info","es","Total: %s | At this step: %s"
"form-errors-total","es","There's %s errors in total"
"form-footer-errors_title","es","Errors"
"form-image_upload-button","es","Upload image"
"form-media_send-button","es","Send video"
"form-navigation_bar-header","es","Go to"
"form-next-button","es","Next"
"form-project-info_status-title","es","Overall status of information"
"form-project-progress-title","es","Data evaluation"
"form-project-status-title","es","Project status"
"form-project_status-campaing","es","Campaign in progress"
"form-project_status-cancel","es","Discarded"
"form-project_status-cancelled","es","Canceled"
"form-project_status-edit","es","In review"
"form-project_status-expired","es","Closed"
"form-project_status-fulfilled","es","Benefit completed"
"form-project_status-review","es","Evaluation pending"
"form-project_status-success","es","Funded"
"form-project_waitfor-campaing","es","Spread the word about your project. Help get the most support!"
"form-project_waitfor-cancel","es","We have decided not to publish your proposal on SiteName, though we invite you to try again with a different idea or concept."
"form-project_waitfor-edit","es","When it's ready, send it for review. You have to provide a minimum of information about your project on the form."
"form-project_waitfor-expired","es","It didn't work out. Make it better and try again!"
"form-project_waitfor-fulfilled","es","You've managed all the benefits. Thanks for participating!"
"form-project_waitfor-review","es","We will get back to you as soon as we've had a chance to review your project. At that point, we will either post your project, or suggest ways to make it fit better on SiteName."
"form-project_waitfor-success","es","You have reached or surpassed your co-financing goal for this project. We will contact you shortly to talk about money :)"
"form-remove-button","es","Remove"
"form-self_review-button","es","Correct"
"form-send_review-button","es","Send"
"form-upload-button","es","Send"
"guide-call-contract-information","es","2. step guide: private data of the convenor"
"guide-call-description","es","3. step guide: description of the initative"
"guide-call-preview","es","Step guide to previsualisation"
"guide-dashboard-user-access","es","You can change the information with which you log in to your SiteName account."
"guide-dashboard-user-personal","es","You should only fill in this data if you have created a project and you want it to be co-financed and supported through SiteName. The information in this section is necessary so that we can contact you in the event that you obtain the necessary co-financing, and make the corresponding deposit."
"guide-dashboard-user-preferences","es","Select 'Yes' for the automatic notifications you want to block."
"guide-dashboard-user-profile","es","Whether you want to create a project or co-finance someone else's, in order to join the SiteName community, we recommend that you carefully edit your presentation text, and include relevant links about what you do as well as a profile image with which you identify"
"guide-project-comment","es","guide-project-comment"
"guide-project-contract-information","es","<strong>The only thing left is to fill in your data if you want your project to be co-financed and supported through SiteName.</strong><br><br>The information in this section is necessary so that we can contact you if you get the required financing, and be able to make the deposit. In the case of organizations, we recommend that the representative of the organization be formally accredited (for example, by way of the statutes or a certificate of the secretary with an OK from the president, in the case of associations)."
"guide-project-costs","es","<strong>In this section, you should fill out a short business plan based on the estimated costs for your project.</strong><br><br>You should break down the numbers by tasks, infrastructure, or materials. Try to be realistic about the costs and briefly explain why you need each one. Keep in mind, that as a general rule, most part of the project will have to be undertaken by the person or team that is promoting the project, and not subcontracted to third parties. For the calculation, have also in mind the commissions for SiteName's provision of services and for transaction, which add up to around 9% (<a href=""/faq/sponsor#q98"" target=""new"">+ info in our FAQ</a>). <br><br><strong>Very important</strong>: On SiteName, we differentiate among necessary and supplemental costs. The former must be totally covered in order to obtain funding, while the latter can be obtained as part of a second campaign, once the project is underway, in order to cover optimization costs (promotion, design, outreach, additional units, etc.) These supplemental costs can not be more than one half of the total cost of the project."
"guide-project-description","es","<strong>Use this section to explain the conceptual aspects of the project</strong><br><br>This is the first information that a visitor to the site will see. For that reason, we recommend being careful with editing and avoiding typos. You will see that there are required fields, including one for video and images. We believe that these are essential for starting a campaign to raise funds via SiteName.<br><br>Keep in mind that the most valuable thing to SiteName is: the free information and general knowledge that your project will bring to the community, the originality, the desire to answer a social need, the power to attract a wide community of interested people, making it clear that the promotion team has the capacity and experience to bring the project to fruition. So don't forget to give us information about all of these points."
"guide-project-error-mandatories","es","Some required fields are missing"
"guide-project-preview","es","<strong>This is a summary of all of the information about the project.</strong><br><br>Review the information given in each field to see if any improvements can be made, and when you're ready, send us the project (by clicking the Send button below) so we can evaluate it. Once the proposal is sent, no further changes are permitted.<br><br>Keep in mind that we can only choose a few projects per month in order to guarantee a certain amount of attention and promotion for those that are published. You will receive a message with all of this information shortly, which will indicate the next steps, as well as some recommendations that will help your project reach its proposed objectives."
"guide-project-rewards","es","<strong>In this section, you should establish what the project is offering to its co-financiers and also what the collective benefits will be.</strong><br><br>In addition to the individual rewards for each level of co-financing, you should define the kind of license that you will assign to the project, according to its format and/or level of openness (or that of its parts). This is very important, since SiteName is a crowdfunding platform for projects based on a philosophy of open source software and promotion of the common good.<br><br>In the event that in addition to one of the licenses specified here you would also like to register the intellectual property rights of your work or ideas, while maintaining its compatibility with collective benefits, you can get specific legal protection with <a href=""http://www.safecreative.org/"" target=""new"">Safe Creative</a>."
"guide-project-success-minprogress","es","You have achieved the minimum percentage"
"guide-project-success-noerrors","es","All of the required fields are filled out"
"guide-project-success-okfinish","es","You can send it for reviewing"
"guide-project-support","es","guide-project-support"
"guide-project-supports","es","<strong>In this section you will specify what other support, apart from financing, that you will need in order to complete the project.</strong><br><br>They can consist of collaboration or assistance from other people (translations, organization, promotion, etc.) or perhaps specific loans (of material, transportation, hardware, etc.)"
"guide-project-updates","es","<b>It's very important that the projects keep their co-financiers and other potentially interested people up to date about how the campaign is progressing. Use this section like a blog to publish updates about the project.</b>On SiteName, after you've achieved the minimum financing, and as you go into the second round, it's essential to periodically explain how the production, progress, problems, etc. are going in order to allow the most transparency possible in order to generate even more interest and community."
"guide-project-user-information","es","    <strong>In this section, you will enter data for the public part of your user profile. </strong><br><br>Whether you want to create a project or co-finance someone else's, in order to join the SiteName community, we recommend that you carefully edit your presentation text, and include relevant links about what you do as well as a profile image with which you identify."
"guide-user-data","es","Text guide for editing active fields"
"header-about-side","es","What inspires us"
"home-calls-header","es","Cloudfunding campaigns"
"home-posts-header","es","News"
"home-promotes-header","es","Highlighted"
"image-upload-fail","es","Error uploading image"
"invest-address-address-field","es","Address:"
"invest-address-country-field","es","Country:"
"invest-address-header","es","Where would you like to receive the reward (only if it's sent via the postal service)"
"invest-address-location-field","es","City"
"invest-address-name-field","es","Name:"
"invest-address-nif-field","es","VAT:"
"invest-address-zipcode-field","es","Postal code:"
"invest-alert-investing","es","You're going to bring"
"invest-alert-lackamount","es","The contribution must be higher than the chosen reward"
"invest-alert-noreward","es","You have not marked any reward, do you want to correct that?"
"invest-alert-noreward_renounce","es","You want to give up your reward and eliminate tax on your donation?"
"invest-alert-renounce","es","To deduce your donation from your tax, you have to enter your VAT-number. Want to do that?"
"invest-alert-rewards","es","You have chosen the following rewards:"
"invest-amount","es","Quantity"
"invest-amount-error","es","You have to write an amount"
"invest-amount-tooltip","es","Enter the quantity with which you want to support this project"
"invest-anonymous","es","Please make my donation anonymous"
"invest-create-error","es","There has been a problem when processing the payment"
"invest-data-error","es","Necessary data missing"
"invest-donation-header","es","Enter the fiscal information for this donation"
"invest-individual-header","es","You can decline to receive rewards for your contribution, or select those that match or are under the amount that you have entered."
"invest-mail_info-address","es","Has specified the following address:"
"invest-mail_info-drop","es","Has also, %s contributed %s &euro; of cloudfunding via the %s campaign "
"invest-method-error","es","You have to click on one of the buttons of payment"
"invest-next_step","es","Next step"
"invest-owner-error","es","You are the author of the project, you can not contribute personally to your own project."
"invest-payment-email","es","Enter your PayPal user name"
"invest-payment_method-header","es","Choose a method of payment"
"invest-paypal-error_fatal","es","There has been a fatal error when connecting to PayPal. The incidence has been notified, sorry for the inconvenience."
"invest-process-completed","es","This contribution has already been completed previously"
"invest-resign","es","I don't want any reward, I just want to help the project"
"invest-reward-none","es","These can no longer be chosen"
"invest-social-header","es","With collective benefits, we all move forward"
"invest-tpv-error_fatal","es","There has been a fatal error when checking out. The incidence has been notified, sorry for the inconvenience."
"leave-email-sended","es","We have sent you an email to confirm the closure of your account. If you don't find it right away, look in your junk or spam folder."
"leave-process-completed","es","The account was closed correctly."
"leave-process-fail","es","We were not able to close the account. Please contact us at SiteMail"
"leave-request-fail","es","We didn't find any account with that email in our database."
"leave-token-incorrect","es","The code for completing the closure of the account is not valid."
"login-access-button","es","Enter"
"login-access-header","es","Registered user"
"login-access-password-field","es","Password"
"login-access-username-field","es","User name"
"login-banner-header","es","    Get access to the <br /><span class=""greenblue"">100% open</span> community"
"login-fail","es","Error"
"login-leave-button","es","Close the account"
"login-leave-header","es","Close the account"
"login-leave-message","es","Leave a message"
"login-oneclick-header","es","Log in with a single click"
"login-recover-button","es","Recover"
"login-recover-email-field","es","Account email"
"login-recover-header","es","Recover password"
"login-recover-link","es","Recover password"
"login-recover-username-field","es","User name"
"login-register-button","es","Register"
"login-register-conditions","es","I accept the platforms terms of service, and give my permission for the treatment of my personal data. To that end, those responsible for the site have established a <a href=""/legal/privacy"" target=""_blank"">privacy policy</a> that states how the data will be submitted through the current form, as well as the rights that belong to the person who submits said data."
"login-register-confirm-field","es","Confirm email address"
"login-register-confirm_password-field","es","Confirm password"
"login-register-email-field","es","Email address"
"login-register-header","es","New user"
"login-register-password-field","es","Password"
"login-register-password-minlength","es","At least 6 characters"
"login-register-userid-field","es","User name"
"login-register-username-field","es","Screen name"
"login-signin-facebook","es","Log in with Facebook"
"login-signin-google","es","Log in with Google"
"login-signin-linkedin","es","Log in with LinkedIn"
"login-signin-myopenid","es","Log in with myOpenID"
"login-signin-openid","es","Other Open ID server"
"login-signin-openid-go","es","Go"
"login-signin-twitter","es","Log in with Twitter"
"login-signin-view-more","es","More login options"
"login-signin-yahoo","es","Log in with Yahoo"
"mailer-baja","es","If you don't want to receive more updates, you can unsubscribe your email address with <a href=""%s"">link</a>"
"mailer-disclaimer","es","Goteo Crowdfunding System is a digital platform for collective financing, collaboration and distribution of rewards for the development of social, cultural, educational and technical projects that contribute to the common good and are open source and free knowledge."
"mailer-sinoves","es","If you can't see this message use this <a href=""%s"">link</a>"
"main-banner-header","es","    <h2 class=""message"">Social network for <span class=""greenblue"">co-financing and collaborating with </span><br /> creative projects that further the common good<br /> Developped by <span class=""greenblue"">Fundación Fuentes Abiertas</span> under <span class=""greenblue"">AGPL3</span> license<a href=""https://github.com/Goteo/Goteo"" class=""button banner-button"">on Github</a>"
"mandatory-call-field-amount","es","It is mandatory to enter an amount in this field"
"mandatory-call-field-apply","es","mandatory-call-field-apply"
"mandatory-call-field-category","es","It is mandatory to enter a description in this field"
"mandatory-call-field-description","es","It is mandatory to enter a description in this field"
"mandatory-call-field-icons","es","It is mandatory to enter an image in this field"
"mandatory-call-field-image","es","It is mandatory to enter an image in this field"
"mandatory-call-field-legal","es","It is mandatory to enter a something in this field"
"mandatory-call-field-location","es","It is mandatory to enter a locatie in this field"
"mandatory-call-field-logo","es","It is mandatory to enter a logo in this field"
"mandatory-call-field-name","es","It is mandatory to enter a name in this field"
"mandatory-call-field-resources","es","It is mandatory to enter something in this field"
"mandatory-call-field-scope","es","It is mandatory to enter a scope in this field"
"mandatory-call-field-subtitle","es","It is mandatory to enter a subtitle in this field"
"mandatory-call-field-whom","es","It is mandatory to enter a name in this field"
"mandatory-cost-field-amount","es","You must assign an amount to the expenses"
"mandatory-cost-field-description","es","You must add a description for the expenses"
"mandatory-cost-field-name","es","You must label the expenses"
"mandatory-cost-field-task_dates","es","You must specify the approximate dates for the task"
"mandatory-cost-field-type","es","You have to select the type of cost"
"mandatory-individual_reward-field-amount","es","You have to specify the amount that qualifies for the reward"
"mandatory-individual_reward-field-description","es","You must add a description"
"mandatory-individual_reward-field-icon","es","You must choose the type of reward"
"mandatory-individual_reward-field-name","es","You must enter a reward"
"mandatory-project-costs","es","These should be broken down into at least two groups."
"mandatory-project-field-about","es","You have to explain the project's basic characteristics"
"mandatory-project-field-address","es","The project leaders' address is required"
"mandatory-project-field-category","es","You must choose at least one category for the project"
"mandatory-project-field-contract_birthdate","es","You must enter the project leader's date of birth"
"mandatory-project-field-contract_email","es","You must enter the project leader's email"
"mandatory-project-field-contract_name","es","You must enter the name of the project leader"
"mandatory-project-field-contract_nif","es","You must enter the ID number for the project leader"
"mandatory-project-field-country","es","You must enter a country for the project leader"
"mandatory-project-field-description","es","You have to enter a summary for the project"
"mandatory-project-field-entity_cif","es","You must enter the organization's Business Number (VAT)"
"mandatory-project-field-entity_name","es","You must enter the name of the organization"
"mandatory-project-field-entity_office","es","You must enter the position that you have in the organization that you represent"
"mandatory-project-field-goal","es","You have to explain your goals in the project description"
"mandatory-project-field-image","es","You have to link at least one image to your project"
"mandatory-project-field-lang","es","You have to indicate a language for the project"
"mandatory-project-field-location","es","You have to enter the potential reach for your project"
"mandatory-project-field-media","es","We recommend uploading a video to facilitate the evaluation of your project by the SiteName team."
"mandatory-project-field-motivation","es","You have to explain your motivation in the project description"
"mandatory-project-field-name","es","You have to enter a name for the project"
"mandatory-project-field-phone","es","You must enter a phone number for the project leader"
"mandatory-project-field-related","es","In the project description, you must describe your project-related experience and the team that you're planning on working with."
"mandatory-project-field-residence","es","You must enter the project leader's place of residence"
"mandatory-project-field-resource","es","You must specify whether or not you have other resources to draw from"
"mandatory-project-field-zipcode","es","A postal code for the project leader is required"
"mandatory-project-resource","es","You must specify whether or not you have other resources to draw from"
"mandatory-project-total-costs","es","You must specify an expense"
"mandatory-register-field-email","es","You have to enter an email address"
"mandatory-social_reward-field-description","es","You must enter a description for the benefit"
"mandatory-social_reward-field-icon","es","You must choose the type of benefit"
"mandatory-social_reward-field-name","es","You must specify the benefit"
"mandatory-support-field-description","es","A description is required."
"newsletter-block","es","Don't want any more news from SiteName?<br />You can block the next newsletters in het menu 'My Profile > Preferences' or <a href=""/dashboard/profile/preferences"">preferences panel</a>."
"node-footer-about","es","Network for cofinancing and collaborations of creative projects that serve the common good <a href=""/project/create"">Do you have an open DNA project?</a>"
"node-footer-help-what","es","What is Crowdfunding?"
"node-footer-help-why","es","How is SiteName different?"
"node-footer-investors-donate","es","Donations and tax relief"
"node-footer-investors-invest","es","How to help a project"
"node-footer-investors-payment","es","How payments work"
"node-footer-title-creators","es","Initiators"
"node-footer-title-help","es","Need help?"
"node-footer-title-investors","es","Backers"
"node-footer-title-social","es","Follow us"
"node-header-sponsorby","es","With the support of:"
"node-home-calls-headers","es","Convocations"
"node-home-posts-header","es","News"
"node-side-searcher-byreward","es","For returns"
"node-side-searcher-outdate","es","Urgent"
"node-side-searcher-popular","es","Popular"
"node-side-searcher-promote","es","Highlights"
"node-side-searcher-recent","es","Recent"
"node-side-searcher-success","es","Successful"
"node-side-sumcalls-budget","es","Total ( all campaigns )"
