"feed-new_project","en","    <span class=""red"">New SiteName project</span>, you've got 40 days from today to support this project."
"feed-new_support","en","Has published a new <span class=""green"">Collaboration</span> at the %s project, with the title ""%s"""
"feed-new_update","en","%s new post in %s about %s"
"feed-new_user","en","New user, %s"
"feed-project_fail","en","    The project, %s, has <span class=""red"">closed</span> having only received <span class=""violet"">%s ? (%s %) of the minimum contribution</span>"
"feed-project_finish","en","    The project, %s, has <span class=""red"">completed the second round</span> having received <span class=""violet"">%s ? (%s %) of the minimum contribution</span>"
"feed-project_goon","en","    The project, %s, <span class=""red"">will continue</span> in the second round since it received <span class=""violet"">%s ? (%s %) of the minimum required contributions</span>"
"feed-project_runout","en","The %s project has <span class=""red"">%s more days</span> until the end of round number %s"
"feed-side-top_ten","en","Top ten co-financiers"
"feed-timeago","en","%s ago"
"feed-timeago-justnow","en","just"
"feed-timeago-periods","en","second-seconds_minute-minutes_hour-hours_day-days_week-weeks_month-months_year-years_decade-decades"
"feed-timeago-published","en","Published %s ago"
"feed-updates-comment","en","Has written a <span class=""green"">Comment</span> to the message ""%s"" on %s of the %s project"
"footer-header-categories","en","Categories"
"footer-header-projects","en","Projects"
"footer-header-resources","en","Resources"
"footer-header-services","en","Services"
"footer-header-social","en","Follow us"
"footer-header-sponsors","en","Institutional support"
"footer-platoniq-iniciative","en","An initiative of:"
"footer-resources-glossary","en","Glossary"
"footer-resources-press","en","Press Kit"
"footer-service-campaign","en","Campaigns"
"footer-service-consulting","en","Consulting firm"
"footer-service-resources","en","Feeder capital"
"footer-service-workshop","en","Workshops"
"form-accept-button","en","OK"
"form-add-button","en","Add"
"form-ajax-info","en","This form is saved automatically while you fill it out"
"form-apply-button","en","Apply"
"form-call-status-title","en","Status of the campaign"
"form-call_status-apply","en","Application"
"form-call_status-edit","en","Edition"
"form-call_status-expired","en","Archived"
"form-call_status-published","en","Active"
"form-call_status-review","en","In revision"
"form-call_status-success","en","Completed"
"form-edit-button","en","Edit"
"form-errors-info","en","Total: %s | At this step: %s"
"form-errors-total","en","There's %s errors in total"
"form-footer-errors_title","en","Errors"
"form-image_upload-button","en","Upload image"
"form-media_send-button","en","Send video"
"form-navigation_bar-header","en","Go to"
"form-next-button","en","Next"
"form-project-info_status-title","en","Overall status of information"
"form-project-progress-title","en","Data evaluation"
"form-project-status-title","en","Project status"
"form-project_status-campaing","en","Campaign in progress"
"form-project_status-cancel","en","Discarded"
"form-project_status-cancelled","en","Canceled"
"form-project_status-edit","en","In review"
"form-project_status-expired","en","Closed"
"form-project_status-fulfilled","en","Benefit completed"
"form-project_status-review","en","Evaluation pending"
"form-project_status-success","en","Funded"
"form-project_waitfor-campaing","en","Spread the word about your project. Help get the most support!"
"form-project_waitfor-cancel","en","We have decided not to publish your proposal on SiteName, though we invite you to try again with a different idea or concept."
"form-project_waitfor-edit","en","When it's ready, send it for review. You have to provide a minimum of information about your project on the form."
"form-project_waitfor-expired","en","It didn't work out. Make it better and try again!"
"form-project_waitfor-fulfilled","en","You've managed all the benefits. Thanks for participating!"
"form-project_waitfor-review","en","We will get back to you as soon as we've had a chance to review your project. At that point, we will either post your project, or suggest ways to make it fit better on SiteName."
"form-project_waitfor-success","en","You have reached or surpassed your co-financing goal for this project. We will contact you shortly to talk about money :)"
"form-remove-button","en","Remove"
"form-self_review-button","en","Correct"
"form-send_review-button","en","Send"
"form-upload-button","en","Send"
"guide-call-contract-information","en","2. step guide: private data of the convenor"
"guide-call-description","en","3. step guide: description of the initative"
"guide-call-preview","en","Step guide to previsualisation"
"guide-dashboard-user-access","en","You can change the information with which you log in to your SiteName account."
"guide-dashboard-user-personal","en","You should only fill in this data if you have created a project and you want it to be co-financed and supported through SiteName. The information in this section is necessary so that we can contact you in the event that you obtain the necessary co-financing, and make the corresponding deposit."
"guide-dashboard-user-preferences","en","Select 'Yes' for the automatic notifications you want to block."
"guide-dashboard-user-profile","en","Whether you want to create a project or co-finance someone else's, in order to join the SiteName community, we recommend that you carefully edit your presentation text, and include relevant links about what you do as well as a profile image with which you identify"
"guide-project-comment","en","guide-project-comment"
"guide-project-contract-information","en","<strong>The only thing left is to fill in your data if you want your project to be co-financed and supported through SiteName.</strong><br><br>The information in this section is necessary so that we can contact you if you get the required financing, and be able to make the deposit. In the case of organizations, we recommend that the representative of the organization be formally accredited (for example, by way of the statutes or a certificate of the secretary with an OK from the president, in the case of associations)."
"guide-project-costs","en","<strong>In this section, you should fill out a short business plan based on the estimated costs for your project.</strong><br><br>You should break down the numbers by tasks, infrastructure, or materials. Try to be realistic about the costs and briefly explain why you need each one. Keep in mind, that as a general rule, most part of the project will have to be undertaken by the person or team that is promoting the project, and not subcontracted to third parties. For the calculation, have also in mind the commissions for SiteName's provision of services and for transaction, which add up to around 9% (<a href=""/faq/sponsor#q98"" target=""new"">+ info in our FAQ</a>). <br><br><strong>Very important</strong>: On SiteName, we differentiate among necessary and supplemental costs. The former must be totally covered in order to obtain funding, while the latter can be obtained as part of a second campaign, once the project is underway, in order to cover optimization costs (promotion, design, outreach, additional units, etc.) These supplemental costs can not be more than one half of the total cost of the project."
"guide-project-description","en","<strong>Use this section to explain the conceptual aspects of the project</strong><br><br>This is the first information that a visitor to the site will see. For that reason, we recommend being careful with editing and avoiding typos. You will see that there are required fields, including one for video and images. We believe that these are essential for starting a campaign to raise funds via SiteName.<br><br>Keep in mind that the most valuable thing to SiteName is: the free information and general knowledge that your project will bring to the community, the originality, the desire to answer a social need, the power to attract a wide community of interested people, making it clear that the promotion team has the capacity and experience to bring the project to fruition. So don't forget to give us information about all of these points."
"guide-project-error-mandatories","en","Some required fields are missing"
"guide-project-preview","en","<strong>This is a summary of all of the information about the project.</strong><br><br>Review the information given in each field to see if any improvements can be made, and when you're ready, send us the project (by clicking the Send button below) so we can evaluate it. Once the proposal is sent, no further changes are permitted.<br><br>Keep in mind that we can only choose a few projects per month in order to guarantee a certain amount of attention and promotion for those that are published. You will receive a message with all of this information shortly, which will indicate the next steps, as well as some recommendations that will help your project reach its proposed objectives."
"guide-project-rewards","en","<strong>In this section, you should establish what the project is offering to its co-financiers and also what the collective benefits will be.</strong><br><br>In addition to the individual rewards for each level of co-financing, you should define the kind of license that you will assign to the project, according to its format and/or level of openness (or that of its parts). This is very important, since SiteName is a crowdfunding platform for projects based on a philosophy of open source software and promotion of the common good.<br><br>In the event that in addition to one of the licenses specified here you would also like to register the intellectual property rights of your work or ideas, while maintaining its compatibility with collective benefits, you can get specific legal protection with <a href=""http://www.safecreative.org/"" target=""new"">Safe Creative</a>."
"guide-project-success-minprogress","en","You have achieved the minimum percentage"
"guide-project-success-noerrors","en","All of the required fields are filled out"
"guide-project-success-okfinish","en","You can send it for reviewing"
"guide-project-support","en","guide-project-support"
"guide-project-supports","en","<strong>In this section you will specify what other support, apart from financing, that you will need in order to complete the project.</strong><br><br>They can consist of collaboration or assistance from other people (translations, organization, promotion, etc.) or perhaps specific loans (of material, transportation, hardware, etc.)"
"guide-project-updates","en","<b>It's very important that the projects keep their co-financiers and other potentially interested people up to date about how the campaign is progressing. Use this section like a blog to publish updates about the project.</b>On SiteName, after you've achieved the minimum financing, and as you go into the second round, it's essential to periodically explain how the production, progress, problems, etc. are going in order to allow the most transparency possible in order to generate even more interest and community."
"guide-project-user-information","en","    <strong>In this section, you will enter data for the public part of your user profile. </strong><br><br>Whether you want to create a project or co-finance someone else's, in order to join the SiteName community, we recommend that you carefully edit your presentation text, and include relevant links about what you do as well as a profile image with which you identify."
"guide-user-data","en","Text guide for editing active fields"
"header-about-side","en","What inspires us"
"home-calls-header","en","Cloudfunding campaigns"
"home-posts-header","en","News"
"home-promotes-header","en","Highlighted"
"image-upload-fail","en","Error uploading image"
"invest-address-address-field","en","Address:"
"invest-address-country-field","en","Country:"
"invest-address-header","en","Where would you like to receive the reward (only if it's sent via the postal service)"
"invest-address-location-field","en","City"
"invest-address-name-field","en","Name:"
"invest-address-nif-field","en","VAT:"
"invest-address-zipcode-field","en","Postal code:"
"invest-alert-investing","en","You're going to bring"
"invest-alert-lackamount","en","The contribution must be higher than the chosen reward"
"invest-alert-noreward","en","You have not marked any reward, do you want to correct that?"
"invest-alert-noreward_renounce","en","You want to give up your reward and eliminate tax on your donation?"
"invest-alert-renounce","en","To deduce your donation from your tax, you have to enter your VAT-number. Want to do that?"
"invest-alert-rewards","en","You have chosen the following rewards:"
"invest-amount","en","Quantity"
"invest-amount-error","en","You have to write an amount"
"invest-amount-tooltip","en","Enter the quantity with which you want to support this project"
"invest-anonymous","en","Please make my donation anonymous"
"invest-create-error","en","There has been a problem when processing the payment"
"invest-data-error","en","Necessary data missing"
"invest-donation-header","en","Enter the fiscal information for this donation"
"invest-individual-header","en","You can decline to receive rewards for your contribution, or select those that match or are under the amount that you have entered."
"invest-mail_info-address","en","Has specified the following address:"
"invest-mail_info-drop","en","Has also, %s contributed %s &euro; of cloudfunding via the %s campaign "
"invest-method-error","en","You have to click on one of the buttons of payment"
"invest-next_step","en","Next step"
"invest-owner-error","en","You are the author of the project, you can not contribute personally to your own project."
"invest-payment-email","en","Enter your PayPal user name"
"invest-payment_method-header","en","Choose a method of payment"
"invest-paypal-error_fatal","en","There has been a fatal error when connecting to PayPal. The incidence has been notified, sorry for the inconvenience."
"invest-process-completed","en","This contribution has already been completed previously"
"invest-resign","en","I don't want any reward, I just want to help the project"
"invest-reward-none","en","These can no longer be chosen"
"invest-social-header","en","With collective benefits, we all move forward"
"invest-tpv-error_fatal","en","There has been a fatal error when checking out. The incidence has been notified, sorry for the inconvenience."
"leave-email-sended","en","We have sent you an email to confirm the closure of your account. If you don't find it right away, look in your junk or spam folder."
"leave-process-completed","en","The account was closed correctly."
"leave-process-fail","en","We were not able to close the account. Please contact us at SiteMail"
"leave-request-fail","en","We didn't find any account with that email in our database."
"leave-token-incorrect","en","The code for completing the closure of the account is not valid."
"login-access-button","en","Enter"
"login-access-header","en","Registered user"
"login-access-password-field","en","Password"
"login-access-username-field","en","User name"
"login-banner-header","en","    Get access to the <br /><span class=""greenblue"">100% open</span> community"
"login-fail","en","Error"
"login-leave-button","en","Close the account"
"login-leave-header","en","Close the account"
"login-leave-message","en","Leave a message"
"login-oneclick-header","en","Log in with a single click"
"login-recover-button","en","Recover"
"login-recover-email-field","en","Account email"
"login-recover-header","en","Recover password"
"login-recover-link","en","Recover password"
"login-recover-username-field","en","User name"
"login-register-button","en","Register"
"login-register-conditions","en","I accept the platforms terms of service, and give my permission for the treatment of my personal data. To that end, those responsible for the site have established a <a href=""/legal/privacy"" target=""_blank"">privacy policy</a> that states how the data will be submitted through the current form, as well as the rights that belong to the person who submits said data."
"login-register-confirm-field","en","Confirm email address"
"login-register-confirm_password-field","en","Confirm password"
"login-register-email-field","en","Email address"
"login-register-header","en","New user"
"login-register-password-field","en","Password"
"login-register-password-minlength","en","At least 6 characters"
"login-register-userid-field","en","User name"
"login-register-username-field","en","Screen name"
"login-signin-facebook","en","Log in with Facebook"
"login-signin-google","en","Log in with Google"
"login-signin-linkedin","en","Log in with LinkedIn"
"login-signin-myopenid","en","Log in with myOpenID"
"login-signin-openid","en","Other Open ID server"
"login-signin-openid-go","en","Go"
"login-signin-twitter","en","Log in with Twitter"
"login-signin-view-more","en","More login options"
"login-signin-yahoo","en","Log in with Yahoo"
"mailer-baja","en","If you don't want to receive more updates, you can unsubscribe your email address with <a href=""%s"">link</a>"
"mailer-disclaimer","en","Goteo Crowdfunding System is a digital platform for collective financing, collaboration and distribution of rewards for the development of social, cultural, educational and technical projects that contribute to the common good and are open source and free knowledge."
"mailer-sinoves","en","If you can't see this message use this <a href=""%s"">link</a>"
"main-banner-header","en","    <h2 class=""message"">Social network for <span class=""greenblue"">co-financing and collaborating with </span><br /> creative projects that further the common good<br /> Developped by <span class=""greenblue"">Fundación Fuentes Abiertas</span> under <span class=""greenblue"">AGPL3</span> license<a href=""https://github.com/Goteo/Goteo"" class=""button banner-button"">on Github</a>"
"mandatory-call-field-amount","en","It is mandatory to enter an amount in this field"
"mandatory-call-field-apply","en","mandatory-call-field-apply"
"mandatory-call-field-category","en","It is mandatory to enter a description in this field"
"mandatory-call-field-description","en","It is mandatory to enter a description in this field"
"mandatory-call-field-icons","en","It is mandatory to enter an image in this field"
"mandatory-call-field-image","en","It is mandatory to enter an image in this field"
"mandatory-call-field-legal","en","It is mandatory to enter a something in this field"
"mandatory-call-field-location","en","It is mandatory to enter a locatie in this field"
"mandatory-call-field-logo","en","It is mandatory to enter a logo in this field"
"mandatory-call-field-name","en","It is mandatory to enter a name in this field"
"mandatory-call-field-resources","en","It is mandatory to enter something in this field"
"mandatory-call-field-scope","en","It is mandatory to enter a scope in this field"
"mandatory-call-field-subtitle","en","It is mandatory to enter a subtitle in this field"
"mandatory-call-field-whom","en","It is mandatory to enter a name in this field"
"mandatory-cost-field-amount","en","You must assign an amount to the expenses"
"mandatory-cost-field-description","en","You must add a description for the expenses"
"mandatory-cost-field-name","en","You must label the expenses"
"mandatory-cost-field-task_dates","en","You must specify the approximate dates for the task"
"mandatory-cost-field-type","en","You have to select the type of cost"
"mandatory-individual_reward-field-amount","en","You have to specify the amount that qualifies for the reward"
"mandatory-individual_reward-field-description","en","You must add a description"
"mandatory-individual_reward-field-icon","en","You must choose the type of reward"
"mandatory-individual_reward-field-name","en","You must enter a reward"
"mandatory-project-costs","en","These should be broken down into at least two groups."
"mandatory-project-field-about","en","You have to explain the project's basic characteristics"
"mandatory-project-field-address","en","The project leaders' address is required"
"mandatory-project-field-category","en","You must choose at least one category for the project"
"mandatory-project-field-contract_birthdate","en","You must enter the project leader's date of birth"
"mandatory-project-field-contract_email","en","You must enter the project leader's email"
"mandatory-project-field-contract_name","en","You must enter the name of the project leader"
"mandatory-project-field-contract_nif","en","You must enter the ID number for the project leader"
"mandatory-project-field-country","en","You must enter a country for the project leader"
"mandatory-project-field-description","en","You have to enter a summary for the project"
"mandatory-project-field-entity_cif","en","You must enter the organization's Business Number (VAT)"
"mandatory-project-field-entity_name","en","You must enter the name of the organization"
"mandatory-project-field-entity_office","en","You must enter the position that you have in the organization that you represent"
"mandatory-project-field-goal","en","You have to explain your goals in the project description"
"mandatory-project-field-image","en","You have to link at least one image to your project"
"mandatory-project-field-lang","en","You have to indicate a language for the project"
"mandatory-project-field-location","en","You have to enter the potential reach for your project"
"mandatory-project-field-media","en","We recommend uploading a video to facilitate the evaluation of your project by the SiteName team."
"mandatory-project-field-motivation","en","You have to explain your motivation in the project description"
"mandatory-project-field-name","en","You have to enter a name for the project"
"mandatory-project-field-phone","en","You must enter a phone number for the project leader"
"mandatory-project-field-related","en","In the project description, you must describe your project-related experience and the team that you're planning on working with."
"mandatory-project-field-residence","en","You must enter the project leader's place of residence"
"mandatory-project-field-resource","en","You must specify whether or not you have other resources to draw from"
"mandatory-project-field-zipcode","en","A postal code for the project leader is required"
"mandatory-project-resource","en","You must specify whether or not you have other resources to draw from"
"mandatory-project-total-costs","en","You must specify an expense"
"mandatory-register-field-email","en","You have to enter an email address"
"mandatory-social_reward-field-description","en","You must enter a description for the benefit"
"mandatory-social_reward-field-icon","en","You must choose the type of benefit"
"mandatory-social_reward-field-name","en","You must specify the benefit"
"mandatory-support-field-description","en","A description is required."
"newsletter-block","en","Don't want any more news from SiteName?<br />You can block the next newsletters in het menu 'My Profile > Preferences' or <a href=""/dashboard/profile/preferences"">preferences panel</a>."
"node-footer-about","en","Network for cofinancing and collaborations of creative projects that serve the common good <a href=""/project/create"">Do you have an open DNA project?</a>"
"node-footer-help-what","en","What is Crowdfunding?"
"node-footer-help-why","en","How is SiteName different?"
"node-footer-investors-donate","en","Donations and tax relief"
"node-footer-investors-invest","en","How to help a project"
"node-footer-investors-payment","en","How payments work"
"node-footer-title-creators","en","Initiators"
"node-footer-title-help","en","Need help?"
"node-footer-title-investors","en","Backers"
"node-footer-title-social","en","Follow us"
"node-header-sponsorby","en","With the support of:"
"node-home-calls-headers","en","Convocations"
"node-home-posts-header","en","News"
"node-side-searcher-byreward","en","For returns"
"node-side-searcher-outdate","en","Urgent"
"node-side-searcher-popular","en","Popular"
"node-side-searcher-promote","en","Highlights"
"node-side-searcher-recent","en","Recent"
"node-side-searcher-success","en","Successful"
"node-side-sumcalls-budget","en","Total ( all campaigns )"
